date,VTSMX,VBLTX,IEMG,VIX,VTI,MUB,VBR,SPTR,BND,VEA,VTV
20050805,24.7514338665,7.3924282766,26.3755440157,12.48,50.3764997497,73.7578000864,50.1562602422,1840.189,53.9629545723,25.4158660398,43.8293172547
20050808,24.6673025481,7.3737919028,26.3755440157,13.21,50.2098970221,73.6894425331,49.6565000536,1835.373,53.856308417,25.6078650279,43.728471038
20050809,24.8103257894,7.386216152,26.5946880016,12.4,50.4681312499,73.6894425331,49.877705383,1847.761,53.9096314947,25.7758641424,43.6198674201
20050810,24.7850863939,7.386216152,26.7825257038,12.38,50.5431024773,73.6894425331,49.7711991133,1845.164,53.9629545723,26.1118623714,44.0154948856
20050811,24.9701752943,7.4297010242,26.8920976967,12.42,50.7888415004,73.8261576398,50.2545737219,1858.428,54.0696007276,26.3998608535,43.8293172547
20050812,24.827152053,7.4980343948,26.7355662783,12.74,50.4764613862,73.9628727466,49.9678260727,1847.311,54.2828930382,26.3278612329,44.0387670894
20050815,24.9112833714,7.4731858964,26.7825257038,12.26,50.734695614,74.0312302999,50.2545737219,1852.781,54.1762468829,26.2798614859,43.9224060701
20050816,24.6168237571,7.5042465194,26.4381565831,13.52,50.0724497719,74.1679454067,49.6319216836,1830.985,54.2828930382,26.0638626244,43.8681042612
20050817,24.6252368889,7.4731858964,26.4851160087,13.3,50.0682847037,74.0995878533,49.6483072636,1832.817,54.1762468829,26.0638626244,43.4569619931
20050818,24.5915843616,7.5104586441,26.1094406043,13.42,50.0141388172,74.23630296,49.3615596144,1831.086,54.2828930382,25.7278643954,43.3095713687
20050819,24.6168237571,7.5104586441,25.937256044,13.42,50.1890716812,74.23630296,49.484451464,1832.291,54.2828930382,25.8238638894,43.6431396239
20050822,24.6673025481,7.5104586441,26.3129314483,13.42,50.1432559311,74.23630296,49.7220423734,1835.317,54.2828930382,26.1358622449,43.6819266303
20050823,24.5999974934,7.5290950179,26.1094406043,13.34,50.0766148401,74.3046605134,49.6319216836,1829.108,54.3362161158,25.9678631304,43.5422934072
20050824,24.465387384,7.5353071425,25.7963777673,14.17,49.7475744531,74.3046605134,49.5827649438,1817.218,54.3362161158,25.8238638894,43.5035064008
20050825,24.5242793069,7.5601556409,25.9998686113,13.73,49.9058470443,74.3046605134,49.7793919032,1821.455,54.3895391934,25.8718636364,43.2940565661
20050826,24.3560166701,7.5415192671,25.8433371929,13.72,49.5643114528,74.3046605134,49.2468605547,1810.518,54.3362161158,25.8478637629,43.1078789353
20050829,24.5158661751,7.5539435163,25.7807246255,13.52,49.9100121125,74.3046605134,49.4762586741,1821.558,54.3362161158,25.7758641424,42.9217013045
20050830,24.4485611203,7.6036405131,25.6868057744,13.65,49.7434093849,74.4413756201,49.484451464,1815.969,54.5495084264,25.6078650279,43.1776955469
20050831,24.7346076028,7.6788072208,26.1344856313,12.6,50.3848298861,74.9267142491,50.2627665119,1834.476,54.9174376621,26.0398627509,43.1233937379
20050901,24.7682601302,7.6538557757,26.5266597854,13.15,50.3806648179,74.9953284563,50.598670901,1836.37,54.9709634298,26.4478606005,43.6431396239
20050902,24.67571568,7.6413800532,26.7619642779,13.57,50.251547704,74.9953284563,50.246380932,1831.057,54.9174376621,26.567859968,43.9767078791
20050906,24.987001558,7.5977150243,27.0443296688,12.93,50.8346572505,74.9267142491,50.8116834404,1854.227,54.8103861267,26.8318585765,44.0387670894
20050907,25.0627197445,7.5478121341,27.0913905673,12.52,51.0012599781,74.7208716275,51.1066238796,1859.002,54.6498088236,26.807858703,44.2171873189
20050908,24.9617621624,7.5478121341,27.1070775335,12.93,50.822162046,74.7894858347,50.7297555406,1852.002,54.6498088236,26.615859715,44.2714891279
20050909,25.1552641947,7.5602878567,27.3580689921,11.98,51.1678627057,74.7894858347,51.0984310896,1866.741,54.6498088236,26.9278580705,44.2094299177
20050912,25.1552641947,7.5228606891,27.3894429245,11.65,51.1803579102,74.6522574203,51.3687931589,1865.452,54.5962830559,26.759858956,44.6050573831
20050913,24.9701752943,7.5478121341,27.2325732628,12.39,50.8554825915,74.7894858347,50.8444546003,1851.866,54.6498088236,26.519860221,44.4421519562
20050914,24.8692177122,7.5228606891,27.3266950598,12.91,50.647229182,74.7208716275,50.4430078914,1845.837,54.5962830559,26.663859462,44.3645779433
20050915,24.8776308441,7.4729577989,27.436503823,12.49,50.6597243866,74.5836432131,50.3774655716,1846.764,54.4892315205,26.6398595885,44.3568205421
